"id","cefr_level","headword","pos","first_meaning","length","meaning_raw","example_ja","topic"
"1756","A2","mad","adjective","気が狂った","5","気が狂った,気違いの / ばかげた,無謀の,向こう見ずな / 《補語にのみ用いて》《話》《人・物事に》夢中になって,《…を》熱望して《about, for ...》 / 《補語にのみ用いて》《話》怒った,腹を立てた([[angry]]) / 狂ったように興奮した,熱狂した / (イヌが)狂犬病にかかった","彼は自分の誕生日を忘れたことに腹を立てていた。",""
"1757","A2","magic","adjective","魔法の","3","魔法の  / 手品の,奇術の","私はパーティーで手品を披露します。",""
"1758","A2","magic","noun","魔法","2","魔法,魔術;呪術(じゅじゅつ)  / 手品,奇術  / 心を奪う力,魔力;(…の)神秘的な魅力《+of+名》  /","魔法なんて存在しない。",""
"1759","A2","main course","noun","メインの料理","6","メインの料理","メインディッシュを魚にしました。",""
"1760","A2","mainly","adverb","おもに","3","おもに, もっぱら / 大部分は","夕食は主に野菜を食べます。",""
"1761","A2","major","adjective","大きいほうの","6","大きい(多い)ほうの,いっそう重要な  / (音階が)長調の,長音階の  / 《英》《昔の学校で同姓または兄弟生徒を区別するために姓の後につけて》年長の,兄の","セーヌ川はフランスの主要な川です。",""
"1763","A2","make-up","noun","化粧、化粧品","6","〈U〉化粧、化粧品","彼女は決して化粧をしません。",""
"1762","A2","maker","noun","製作者","3","〈C〉製作者,作る人,メーカー  / 《複合語を作って》…製造業者,…屋  / 《the M-,our M-》造物主,神(God)","彼は才能ある製作者です。","Personal identification; Work and jobs"
"1764","A2","male","noun","男性、雄","4","男性、(動物の)雄","日本人男性の六割は日常的にお酒を飲んでいます。","Personal identification; Personal information"
"1765","A2","mall","noun","木陰の散歩道","6","木陰の散歩道;遊歩道  / 《米》歩行者専用の商店街・ショッピングモール","私は新しい服を買うためにショッピングモールに行きました。","Shopping; Things in the town; shops and shopping"
"1766","A2","manage","verb","を管理する","5","を管理する, を運営する / 〈道具・機械など〉をうまく扱う / 《~ to do》なんとか...する / 管理する, 運営する / なんとかやっていく","私は時間を効果的に管理しています。",""
"1767","A2","manager","noun","支配人","3","(商迭・会社・興行などの)支配人,経営者(団体・チームなどの)監督,部長  / 《形容詞を伴って》(仕事・家事を)やりくりする人,切り回す人","会社の支配人は、業務の監督や重要な決定を行う責任があります。","Personal identification; Work and jobs"
"1768","A2","manner","noun","マナー","3","マナー / 方法 / 様式 / 態度,物腰 / 行儀,礼儀 / 風習","彼はマナーが良い。",""
"1769","A2","mark","noun","印","1","〈C〉《…の表面についた》 跡 《on ...》 / 印, 記号 / 《おもに英》(学業などの)点数 / (ある性質の) 徴候, 特徴 / (思想・生活などに及ぼす) 影響 / 的, 標的","今後のイベントのためにカレンダーに印をつけてください。",""
"1770","A2","mark","verb","…を特徴づける","7","〈他〉《...で》...に印をつける《with ...》 / 〈物・事柄などが〉…を特徴づける","それらの牛には焼き印がついている。",""
"1771","A2","market","noun","市場","2","〈C〉(食糧などが取り引きされる)市場,市(marketplace)  / 〈C〉(食糧品などが売られる)店  / 〈C〉〈U〉(商品が売買できる)市場,販路,取引き先  / 〈C〉(日用必需品の)商売,商取引き  / 〈U〉(物品に対する)需要,要求,売れ口《+for+名》  / 〈C〉〈U〉相場,市況,市価","新鮮な野菜を買うために市場に行きました。","Shopping"
"1772","A2","married","adjective","結婚した","4","『結婚した』,夫婦の,結婚で結ばれた / 既婚者","彼らは去年結婚した。",""
"1773","A2","marry","verb","…と結婚する","6","…‘と'結婚する,‘を夫(妻)にする;《しばしば比喩(ひゆ)的に》〈金・人の財産など〉‘と'結婚する  / 〈牧師などが〉…‘を'結婚させる  / 〈特に両親が〉(…に)…‘を'嫁にやる,嫁がせる《+off+名+to+名》  / 〈いくつかの…〉‘を'結合させる,融合させる;(…と)…‘を'結びつける《+名+with+名》  / 結婚する","彼女は彼と結婚したいと思っています。",""
"1774","A2","marvelous","adjective","驚嘆すべき","5","『驚嘆すべき』,信じがたい / 優秀な,すばらしい","山の頂上からの景色は本当に驚嘆すべきものだった。",""
"1775","A2","material","noun","材料","2","〈U〉〈C〉材料, 原料 / 生地 / 〈U〉《小説・社会調査などの》資料《for ...》","このドレスに使用されている素材はシルクです。",""
"1776","A2","matter","verb","重要である","5","〈自〉重要である","どっちでも構いません。",""
"1777","A2","max","noun","＝ maximum","9","＝ [[maximum]] / 最大限（量）, 最高点 / 極大","このエレベーターの最大容量は8人です。",""
"1778","A2","mean","adjective","劣った","3","(品質・価値・才能などが) 劣った,つまらない / (人・行為などが) 卑劣な / 《米話》(動物が)御しにくい, (一般に)扱いにくい","彼女は意地悪な人だ。",""
"1779","A2","meaning","noun","目的","2","(…の)『目的』,意義《+『of』+『名』》 / (吾・文の)『意味』(sense)《+『of』+『名』》 / 意味ありげな様子,意味深長 / 《名詞の前にのみ用いて》意味ありげな,意味常長な / 《複合吾を作って》…するつもりの,の意図をもった","人生の目的は幸せになることです。",""
"1780","A2","medal","noun","メダル","3","『メダル』,記念章;勲章","彼はオリンピックで金メダルを獲得しました。",""
"1781","A2","medical","adjective","医学の","3","医学の,医術の;医者の  / 内科の;内科治療を要する  / 診察","彼は大学で医学を勉強しています。",""
"1782","A2","melon","noun","メロン","3","『メロン』[の実];〈U〉メロンの果肉","私はスーパーで熟したメロンを買いました。","Food and drink"
"1783","A2","member","noun","一員","2","(集団の)一員,会員,メンバー《+of+名》  / 《またM-》国会議員  / (数式の)項,辺  / 《文》身体の一部;(特に)手,足  / 《遠回しに》男根","彼女は私たちのチームの貴重な一員です。","Relations with other people"
"1784","A2","mention","noun","言及","2","〈U〉《...について》簡単に述べること《of ...》 / 〈C〉言及","彼は彼女の要求については一言も触れなかった。",""
"1785","A2","menu","noun","メニュー","4","(レストランの)メニュー,献立表  / 料理","メニューを見せてもらえますか？","Food and drink"
"1786","A2","metal","noun","金属","2","〈C〉(個々の)金属;〈U〉(材料としての)金属  / 〈U〉合金(真ちゅう,真銅など)  / 〈U〉気性,気質  / 〈U〉《英》(舗装用・鉄道用の)砕石","私はメタル音楽を聴くのが好きです。",""
"1787","A2","meter","noun","メートル メートル法で長さの基本単位","18","〈C〉メートル (メートル法で長さの基本単位, 《略》m）","プールの長さは25メートルです。",""
"1788","A2","method","noun","几帳面さ","4","〈C〉(特に秩序だった)《…の》方法, 方式《of ...》 /〈C〉〈U〉(思考・行動の) 几帳面さ, 秩序","私は数学の問題を解くための新しい方法を学びました。",""
"1789","A2","midday","noun","正午","2","正午,真昼 / 正午の,真昼の","私はいつも正午に休憩を取ります。",""
"1790","A2","middle","noun","まん中","3","《M-》(言語史で)中期の  / 《the~》(場所・地域の)まん中,中央《+of+名》  / (時間・順序などの)まん中,(行為などの)最中《+of+名+(doing)》  / 《話》《the~,one's~》(人の)胴,腰","図書館は市の中央にある。",""
"1791","A2","midnight","noun","真夜中","3","真夜中,夜の12時  / 真夜中の,真夜中に起こる  / 真夜中のような,まっ暗の","昨夜は真夜中まで起きていました。",""
"1792","A2","military","adjective","軍隊の","3","軍隊の,軍人の,戦争の  / 軍隊(陸・海・空軍を含む)(the armed forces)","軍隊は訓練演習を行った。",""
"1793","A2","million","number","100万","4","100万  / (貨幣単位の)100万  / 《復数形で》(…の)多数,たくさん《+of+名》  / 100万の  / 多数の","彼は去年100万ドルを稼いだ。",""
"1794","A2","mind","verb","に注意する","5","〈他〉に注意する / 《否定・疑問・条件文で》…を気にする, を構わない / 〈自〉気にかける / 《疑問文・否定文で》気にする, 構わない","宿題を手伝うのは構わないよ。",""
"1795","A2","mineral water","noun","鉱泉","2","〈C〉〈U〉鉱泉,鉱水 / 〈U〉《英》炭酸水,清涼飲料","私は常に水分補給のために鉱泉を飲んでいます。","Food and drink"
"1796","A2","mirror","noun","鏡","1","鏡, (物の)鏡のような面  / (…の)姿を映す物;(…の)反映,手本(example)《+of+名》","鏡の中の自分を見てごらん。","Shopping"
"1797","A2","missing","adjective","粉失した","4","粉失した,行方不明の / 欠けている,ない(lacking) / 《the ~;名詞的に》行方不明者","レシピのための重要な材料がないことに気づきました。",""
"1798","A2","mistake","noun","誤り","2","誤り,間違い;誤解,思い違い  /","テストで誤りをしました。",""
