headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
bleed,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bleed,"出血する,血を流す;血を流して死ぬ  / (切り口などから)〈植物が〉樹液を出す  / (…に)血の出るような思いをする《+for+名》  / 〈絵具・染料などが〉にじむ  / (病気の治療として)〈患者〉‘から'血をとる,放血させる  / (切口・開口部から)〈血・樹液など〉'を'出す  / …‘から'液体(ガス)を抜きとる;(液体・ガスなどを)…‘から'抜きとる《+名+of+名》  / 《話》…‘から'金をしぼり取る",,"出血する,血を流す;血を流して死ぬ  / (切り口などから)〈植物が〉樹液を出す  / (…に)血の出るような思いをする《+for+名》  / 〈絵具・染料などが〉にじむ  / (病気の治療として)〈患者〉‘から'血をとる,放血させる  / (切口・開口部から)〈血・樹液など〉'を'出す  / …‘から'液体(ガス)を抜きとる;(液体・ガスなどを)…‘から'抜きとる《+名+of+名》  / 《話》…‘から'金をしぼり取る",/bliːd/,4374,I cut my finger and it started to bleed.,私は指を切って出血し始めました。,2996802
blend,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,blend,(分離できないほどに)…'を'混ぜ合わせる;(…に)…'を'混ぜる《+名+with+名》  / 混じる;溶け合う  / (…と)調和する《+with+名》(harmonize),,(分離できないほどに)…'を'混ぜ合わせる;(…に)…'を'混ぜる《+名+with+名》  / 混じる;溶け合う  / (…と)調和する《+with+名》(harmonize),/blɛnd/,4381,The artist skillfully blends the colors to create a beautiful painting.,アーティストは色を巧みに混ぜ合わせて美しい絵を作り出します。,2996803
bless,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bless,"〈神などが〉《…を》〈人〉に授ける,に恵む《with ...》 / を祝福する",,"〈神などが〉《…を》〈人〉に授ける,に恵む《with ...》 / を祝福する",/blɛs/,4386,May God bless you with good health and happiness.,神があなたに健康と幸せを授けてくれますように。,2996804
blessing,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,blessing,"神の祝福を求める祈り / (食前の食後の)祈り(grace) / (神の)恩恵,祝福 / 《しばしば複数形で》ありがたいこと(もの),恩恵,幸運",,"神の祝福を求める祈り / (食前の食後の)祈り(grace) / (神の)恩恵,祝福 / 《しばしば複数形で》ありがたいこと(もの),恩恵,幸運",/ˈblɛsɪŋ/,4390,"They knelt in the church, offering a prayer for God's blessing.",彼らは教会でひざまずき、神の祝福を求める祈りを捧げました。,2996810
blind,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,blind,"目の見えない,盲目の(sightless)  / 《補語にのみ用いて》(…を)見る目がない,気がついていない《+to+名》  / 盲目的な,めくらめっぽうの(reckless)  / (特に車の運転者に)隠れて見えない  / (通りなどが)行き止まりの,出口のない;(建築物が)窓のない",,"目の見えない,盲目の(sightless)  / 《補語にのみ用いて》(…を)見る目がない,気がついていない《+to+名》  / 盲目的な,めくらめっぽうの(reckless)  / (特に車の運転者に)隠れて見えない  / (通りなどが)行き止まりの,出口のない;(建築物が)窓のない",/blaɪnd/,4398,The blind man crossed the street with the help of his guide dog.,その目の見えない男性は、盲導犬の助けを借りて通りを渡りました。,2996809
block,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,block,"〈通路など〉『をふさぐ』,〈通行・進行など〉を妨げる / 〈帽子など〉の型取りをする / (特にアメリカンフットボールで)〈相手選手の突進〉をブロックする;(ボクシングで)〈相手のパンチ〉をブロックする",,"〈通路など〉『をふさぐ』,〈通行・進行など〉を妨げる / 〈帽子など〉の型取りをする / (特にアメリカンフットボールで)〈相手選手の突進〉をブロックする;(ボクシングで)〈相手のパンチ〉をブロックする",/blɑk/,3208151,The police blocked the road.,警察が道路を封鎖した。,1625205
blog,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: News, lifestyles and current affairs

Threshold: Free time, entertainment",,blog,〈C〉ブログ,,〈C〉ブログ,/blɒɡ/,48394,I write a new blog post every week.,私は毎週新しいブログ記事を書きます。,3007033
blogger,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: News, lifestyles and current affairs

Threshold: Free time, entertainment",,blogger,ブロガー,,ブロガー,/ˈblɒɡər/,9704878,I'm a bit down because a blogger friend of mine has decided to stop blogging.,友達のブロガーがブログ閉鎖を決心したので、私は少し落ち込んでいる。,1020
blush,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,blush,"〈C〉(当惑・恥ずかしさによる)『赤面』 / 〈U〉〈C〉赤み,ばら色",,"〈C〉(当惑・恥ずかしさによる)『赤面』 / 〈U〉〈C〉赤み,ばら色",/blʌʃ/,4579,She turned away to hide her blushes.,彼女は恥じらいの色を隠すために顔をそむけた。,13749
board,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,board,"…‘に'板を張る,'を'板で囲う《+up(over)+名,+名+up(over)》  / …‘に'食事を出す,'を'まかない付で下宿させる  / …‘に'乗り込む  / (…に)まかない付きで下宿する,食事つきで滞在する《+at+名〈場所〉,+with+名〈人〉》",,"…‘に'板を張る,'を'板で囲う《+up(over)+名,+名+up(over)》  / …‘に'食事を出す,'を'まかない付で下宿させる  / …‘に'乗り込む  / (…に)まかない付きで下宿する,食事つきで滞在する《+at+名〈場所〉,+with+名〈人〉》",/bɔːrd/,4590,We boarded the ship.,私達は乗船した。,65715
boast,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,boast,自慢する  / だと自慢する,,自慢する  / だと自慢する,/bəʊst/,4601,He always boasts about his achievements at work.,彼はいつも仕事での成果を自慢します。,2996858
bold,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bold,"大胆な,恐れを知らない(fearless)  / ずぶとい,ずうずうしい  / 太くて目立つ;(文字が)肉太の  / けわしい",,"大胆な,恐れを知らない(fearless)  / ずぶとい,ずうずうしい  / 太くて目立つ;(文字が)肉太の  / けわしい",/bəʊld/,4677,He made a bold decision to quit his job and start his own business.,彼は自分の仕事を辞めて自分のビジネスを始めるという大胆な決定をしました。,2996876
boldly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,boldly,"『大胆に』;ずうずうしく / 際立って,はっきりと",,"『大胆に』;ずうずうしく / 際立って,はっきりと",/ˈboʊldli/,4680,He boldly asked her for a dance.,彼は大胆に彼女にダンスを求めました。,2996873
bomb,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Relations with other people",,bomb,爆弾,,爆弾,/bɑm/,4701,The police found a bomb in the abandoned building.,警察は放棄された建物で爆弾を見つけました。,2996880
bomb,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bomb,爆撃する,,爆撃する,/bɑm/,9702415,Our town was bombed twice this week.,私達の街は今週２回爆撃を受けた。,66232
bond,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bond,"〈C〉縛る物 / 《通例複数形で》 束縛 / 《しばしば複数形で》(血縁,義理などの) きずな / 証書, 債券 / 接着;接着剤",,"〈C〉縛る物 / 《通例複数形で》 束縛 / 《しばしば複数形で》(血縁,義理などの) きずな / 証書, 債券 / 接着;接着剤",/bɑnd/,4724,The bond between us is unbreakable.,私たちの間の絆は壊れない。,2996882
book,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,book,(座席・切符・部屋などの)予約をする《+『for』+『名』》,,(座席・切符・部屋などの)予約をする《+『for』+『名』》,/'bʊk/,4772,I booked a flight to Tokyo.,東京へのフライトを予約しました。,2998725
booking,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Travel",,booking,(座席や切符などの)予約;(芸能人の)出演契約,,(座席や切符などの)予約;(芸能人の)出演契約,/ˈbʊkɪŋ/,4784,I made a booking for a table at the restaurant.,私はレストランのテーブルの予約をしました。,1652952
boom,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,boom,"〈C〉〈遠雷・砲声・波などが〉とどろく音 / にわか景気,急な人気",,"〈C〉〈遠雷・砲声・波などが〉とどろく音 / にわか景気,急な人気",/buːm/,4803,The sudden boom in the economy has led to an increase in job opportunities.,急激な経済のブームが、雇用機会の増加につながっている。,2996892
boot,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,boot,〈C〉《通例複数形で》(皮・ゴム製の) 長ぐつ /  深ぐつ / 《話》蹴り,,〈C〉《通例複数形で》(皮・ゴム製の) 長ぐつ /  深ぐつ / 《話》蹴り,/buːt/,4817,I need to buy a new pair of boots for the winter.,冬に新しいブーツを買わなければなりません。,3008902
border,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,border,"ヘリ,縁(ふち)端(はし);端に沿った部分  / (衣服・絵画などの)縁飾り,縁取り  / 国境,境界;国境地方,辺境;《the B-》《米》米国とメキシコとの国境地方;《英》イングランドとスコットとの国境地方",,"ヘリ,縁(ふち)端(はし);端に沿った部分  / (衣服・絵画などの)縁飾り,縁取り  / 国境,境界;国境地方,辺境;《the B-》《米》米国とメキシコとの国境地方;《英》イングランドとスコットとの国境地方",/ˈbɔːrdər/,4846,The soldiers patrolled the border to ensure security.,兵士たちはセキュリティを確保するために国境を巡回した。,3008910
bore,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bore,"《…で》をうんざりさせる,退屈させる《with,by ...》",,"《…で》をうんざりさせる,退屈させる《with,by ...》",/bɔːr/,4852,This novel bores me.,この小説は退屈だ。,132874
boredom,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,boredom,退屈;〈C〉退屈なこと,,退屈;〈C〉退屈なこと,/'bɔːrdəm/,4855,I always feel a sense of boredom when I have nothing to do.,何もすることがない時はいつも退屈を感じます。,3008911
bother,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bother,やっかい,,やっかい,/ˈbɒðər/,4901,What is all this bother about?,この騒ぎはどうしたの。,132431
bounce,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bounce,"〈ボールなどが〉はずむ,はる返る  / 〈人が〉はねる  / …'を'はずませる,はる返らせる",,"〈ボールなどが〉はずむ,はる返る  / 〈人が〉はねる  / …'を'はずませる,はる返らせる",/baʊns/,4931,The ball will bounce when it hits the ground.,ボールは地面に当たるとはずみます。,3008931
bound,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bound,"《…へ》行く途上にある, 《…》行きの《for ...》 / 《複合語を作って》「…行きの」の意を表す",,"《…へ》行く途上にある, 《…》行きの《for ...》 / 《複合語を作って》「…行きの」の意を表す",/baʊnd/,4937,The train is bound for Tokyo.,その電車は東京行きです。,3008934
bow,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: ",,bow,"『弓』 / (楽器の)弓 / 弓形,弓形のもの(にじなど) / (リボンなどの)ちょう結び;ちょうネクタイ([[bowtie]]) / (めがねの)つる",,"『弓』 / (楽器の)弓 / 弓形,弓形のもの(にじなど) / (リボンなどの)ちょう結び;ちょうネクタイ([[bowtie]]) / (めがねの)つる",/baʊ/,4957,He learned how to shoot a bow.,彼は弓を射る方法を学びました。,3008941
bowl,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,bowl,ボーリングをする / (クリケットで)投球する / 〈車などが〉すべるように走る《along》 / 〈球〉をころがす / (クリケットで)〈球〉を投げる / (ボーリングなどで)〈得点〉を上げる,,ボーリングをする / (クリケットで)投球する / 〈車などが〉すべるように走る《along》 / 〈球〉をころがす / (クリケットで)〈球〉を投げる / (ボーリングなどで)〈得点〉を上げる,/bəʊl/,3208115,I bowl every weekend.,週末はいつもボウリングをしています。,1623367
boxing,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,boxing,『ボクシング』,,『ボクシング』,/ˈbɑksɪŋ/,5005,He has been training in boxing for years.,彼は何年もボクシングのトレーニングをしています。,3008956
